"species"	"order"	"family"	"biomes_salve"	"cerrado_sp"	"limbs"	"reproduction"	"biomes_gard"	"habitat"	"activity"	"cerrado_endemic"	"phylogeny"	"suborder"	"genus"	"year"
"Gonatodes annularis"	"Squamata"	"Sphaerodactylidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Gonatodes"	1887
"Gonatodes eladioi"	"Squamata"	"Sphaerodactylidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Gonatodes"	1987
"Gonatodes hasemani"	"Squamata"	"Sphaerodactylidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Gonatodes"	1917
"Gonatodes humeralis"	"Squamata"	"Sphaerodactylidae"	"Amazônia, Caatinga, Cerrado, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Sauria"	"Gonatodes"	1855
"Gonatodes nascimentoi"	"Squamata"	"Sphaerodactylidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Sauria"	"Gonatodes"	2011
"Gonatodes tapajonicus"	"Squamata"	"Sphaerodactylidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"no"	"Sauria"	"Gonatodes"	1980
"Gymnodactylus amarali"	"Squamata"	"Phyllodactylidae"	"Amazônia, Caatinga, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Nocturnal"	"yes"	"yes"	"Sauria"	"Gymnodactylus"	1925
"Gymnodactylus darwinii"	"Squamata"	"Phyllodactylidae"	"Caatinga, Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Shrubland"	"Nocturnal"	"no"	"yes"	"Sauria"	"Gymnodactylus"	1845
"Gymnodactylus geckoides"	"Squamata"	"Phyllodactylidae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Cathemeral"	"no"	"yes"	"Sauria"	"Gymnodactylus"	1825
"Gymnodactylus guttulatus"	"Squamata"	"Phyllodactylidae"	"Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"yes"	"no"	"Sauria"	"Gymnodactylus"	1982
"Gymnodactylus vanzolinii"	"Squamata"	"Phyllodactylidae"	"Caatinga"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Rocky/Savanna"	"Nocturnal"	"no"	"no"	"Sauria"	"Gymnodactylus"	2009
"Gymnophthalmus leucomystax"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Gymnophthalmus"	1991
"Gymnophthalmus underwoodi"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Grassland"	"Diurnal"	"no"	"yes"	"Sauria"	"Gymnophthalmus"	1958
"Gymnophthalmus vanzoi"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Gymnophthalmus"	1999
"Habrophallos collaris"	"Squamata"	"Leptotyphlopidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	NA	"no"	"yes"	"Serpentes"	"Habrophallos"	1977
"Helicops acangussu"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"oviparous"	NA	NA	NA	"no"	"no"	"Serpentes"	"Helicops"	2022
"Helicops angulatus"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"mixed"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	NA	"no"	"yes"	"Serpentes"	"Helicops"	1758
"Helicops apiaka"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Helicops"	2013
"Helicops boitata"	"Squamata"	"Dipsadidae"	"Pantanal"	"yes"	"limbless"	NA	NA	NA	NA	"yes"	"no"	"Serpentes"	"Helicops"	2019
"Helicops carinicaudus"	"Squamata"	"Dipsadidae"	"Mata Atlântica, Pampa, Sistema Costeiro-Marinho"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Wetlands"	NA	"no"	"yes"	"Serpentes"	"Helicops"	1824
"Helicops gomesi"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	NA	"yes"	"yes"	"Serpentes"	"Helicops"	1922
"Helicops hagmanni"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	NA	"no"	"yes"	"Serpentes"	"Helicops"	1910
"Helicops infrataeniatus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"viviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Grassland/Savanna"	NA	"no"	"yes"	"Serpentes"	"Helicops"	1865
"Helicops leopardinus"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna/Wetlands"	NA	"no"	"yes"	"Serpentes"	"Helicops"	1837
"Helicops modestus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"viviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna/Wetlands"	NA	"no"	"yes"	"Serpentes"	"Helicops"	1861
"Helicops nentur"	"Squamata"	"Dipsadidae"	"Caatinga, Mata Atlântica"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	NA	"no"	"no"	"Serpentes"	"Helicops"	2016
"Helicops phantasma"	"Squamata"	"Dipsadidae"	"Cerrado"	"yes"	"limbless"	"viviparous"	NA	NA	NA	"yes"	"no"	"Serpentes"	"Helicops"	2021
"Helicops polylepis"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado, Pantanal"	"yes"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	NA	"no"	"no"	"Serpentes"	"Helicops"	1861
"Helicops tapajonicus"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Helicops"	2005
"Helicops trivittatus"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	NA	"no"	"yes"	"Serpentes"	"Helicops"	1849
"Helicops yacu"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"viviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	NA	"no"	"no"	"Serpentes"	"Helicops"	1975
"Hemidactylus agrius"	"Squamata"	"Gekkonidae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Nocturnal"	"no"	"yes"	"Sauria"	"Hemidactylus"	1978
"Hemidactylus brasilianus"	"Squamata"	"Gekkonidae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Nocturnal"	"no"	"yes"	"Sauria"	"Hemidactylus"	1935
"Hemidactylus palaichthus"	"Squamata"	"Gekkonidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Nocturnal"	"no"	"yes"	"Sauria"	"Hemidactylus"	1969
"Heterodactylus imbricatus"	"Squamata"	"Gymnophthalmidae"	"Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	NA	"no"	"yes"	"Sauria"	"Heterodactylus"	1825
"Heterodactylus lundii"	"Squamata"	"Gymnophthalmidae"	"Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"yes"	"no"	"Sauria"	"Heterodactylus"	1862
"Heterodactylus septentrionalis"	"Squamata"	"Gymnophthalmidae"	"Caatinga"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Rocky/Savanna"	NA	"no"	"no"	"Sauria"	"Heterodactylus"	2009
"Homonota uruguayensis"	"Squamata"	"Phyllodactylidae"	"Pampa"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Grassland/Rocky"	"Cathemeral"	"no"	"yes"	"Sauria"	"Homonota"	1961
"Hoplocercus spinosus"	"Squamata"	"Hoplocercidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna"	"Diurnal"	"yes"	"yes"	"Sauria"	"Hoplocercus"	1843
"Hydrodynastes bicinctus"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	NA	"no"	"yes"	"Serpentes"	"Hydrodynastes"	1804
"Hydrodynastes gigas"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Grassland/Savanna/Shrubland/Wetlands"	"Diurnal"	"no"	"yes"	"Serpentes"	"Hydrodynastes"	1854
"Hydrops caesurus"	"Squamata"	"Dipsadidae"	"Cerrado, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Wetlands"	NA	"no"	"no"	"Serpentes"	"Hydrops"	2005
"Hydrops martii"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado"	"yes"	"limbless"	NA	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	NA	"no"	"no"	"Serpentes"	"Hydrops"	1824
"Hydrops triangularis"	"Squamata"	"Dipsadidae"	"Amazônia, Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna/Wetlands"	NA	"no"	"yes"	"Serpentes"	"Hydrops"	1824
"Iguana iguana"	"Squamata"	"Iguanidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Iguana"	1758
"Imantodes cenchoa"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Nocturnal"	"no"	"yes"	"Serpentes"	"Imantodes"	1758
"Imantodes lentiferus"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"yes"	"Serpentes"	"Imantodes"	1894
"Iphisa elegans"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Iphisa"	1851
"Kentropyx altamazonica"	"Squamata"	"Teiidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Kentropyx"	1875
"Kentropyx calcarata"	"Squamata"	"Teiidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Kentropyx"	1825
"Kentropyx paulensis"	"Squamata"	"Teiidae"	"Amazônia, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Diurnal"	"yes"	"yes"	"Sauria"	"Kentropyx"	1893
"Kentropyx pelviceps"	"Squamata"	"Teiidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Kentropyx"	1868
"Kentropyx striata"	"Squamata"	"Teiidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Savanna/Wetlands"	"Diurnal"	"no"	"yes"	"Sauria"	"Kentropyx"	1802
"Kentropyx vanzoi"	"Squamata"	"Teiidae"	"Amazônia, Cerrado, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Diurnal"	"yes"	"yes"	"Sauria"	"Kentropyx"	1980
"Kentropyx viridistriga"	"Squamata"	"Teiidae"	"Pantanal"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna/Shrubland"	"Diurnal"	"no"	"yes"	"Sauria"	"Kentropyx"	1894
"Lachesis muta"	"Squamata"	"Viperidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"yes"	"Serpentes"	"Lachesis"	1766
"Lepidoblepharis heyerorum"	"Squamata"	"Sphaerodactylidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Cathemeral"	"no"	"no"	"Sauria"	"Lepidoblepharis"	1978
"Lepidoblepharis hoogmoedi"	"Squamata"	"Sphaerodactylidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Sauria"	"Lepidoblepharis"	1995
"Leposoma annectans"	"Squamata"	"Gymnophthalmidae"	"Mata Atlântica"	"no"	"4 well developed limbs"	NA	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Sauria"	"Leposoma"	1952
"Leposoma baturitensis"	"Squamata"	"Gymnophthalmidae"	"Caatinga, Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Forest"	NA	"no"	"yes"	"Sauria"	"Leposoma"	1997
"Leposoma nanodactylus"	"Squamata"	"Gymnophthalmidae"	"Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Sauria"	"Leposoma"	1997
"Leposoma puk"	"Squamata"	"Gymnophthalmidae"	"Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Leposoma"	2002
"Leposoma scincoides"	"Squamata"	"Gymnophthalmidae"	"Caatinga, Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Sauria"	"Leposoma"	1825
"Leposoma sinepollex"	"Squamata"	"Gymnophthalmidae"	"Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Sauria"	"Leposoma"	2013
"Leposternon cerradensis"	"Squamata"	"Amphisbaenidae"	"Cerrado"	"yes"	"limbless"	NA	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"yes"	"no"	"Amphisbaenia"	"Leposternon"	2008
"Leposternon infraorbitale"	"Squamata"	"Amphisbaenidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	NA	"no"	"yes"	"Amphisbaenia"	"Leposternon"	1859
"Leposternon kisteumacheri"	"Squamata"	"Amphisbaenidae"	"Caatinga, Mata Atlântica"	"no"	"limbless"	NA	"Deserts & Xeric Shrublands"	"Forest"	NA	"no"	"no"	"Amphisbaenia"	"Leposternon"	2000
"Leposternon maximus"	"Squamata"	"Amphisbaenidae"	"Cerrado"	"yes"	"limbless"	NA	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"yes"	"no"	"Amphisbaenia"	"Leposternon"	2011
"Leposternon microcephalus"	"Squamata"	"Amphisbaenidae"	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Grassland/Savanna"	NA	"no"	"yes"	"Amphisbaenia"	"Leposternon"	1824
"Leposternon mineiro"	"Squamata"	"Amphisbaenidae"	"Cerrado"	"yes"	"limbless"	NA	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	NA	NA	"yes"	"no"	"Amphisbaenia"	"Leposternon"	2018
"Leposternon octostegum"	"Squamata"	"Amphisbaenidae"	"Mata Atlântica"	"no"	"limbless"	NA	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Amphisbaenia"	"Leposternon"	1851
"Leposternon polystegum"	"Squamata"	"Amphisbaenidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	"Diurnal"	"no"	"yes"	"Amphisbaenia"	"Leposternon"	1851
"Leposternon scutigerum"	"Squamata"	"Amphisbaenidae"	"Mata Atlântica"	"no"	"limbless"	NA	"Tropical & Subtropical Moist Broadleaf Forests"	NA	NA	"no"	"no"	"Amphisbaenia"	"Leposternon"	1820
"Leposternon wuchereri"	"Squamata"	"Amphisbaenidae"	"Caatinga, Mata Atlântica"	"no"	"limbless"	NA	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Amphisbaenia"	"Leposternon"	1879
"Leptodeira annulata"	"Squamata"	"Dipsadidae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Nocturnal"	"no"	"yes"	"Serpentes"	"Leptodeira"	1758
"Leptodeira ashmeadii"	"Squamata"	"Dipsadidae"	"Amazônia"	"no"	"limbless"	NA	NA	NA	NA	"no"	"no"	"Serpentes"	"Leptodeira"	1845
"Leptodeira pulchriceps"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	NA	NA	NA	NA	"no"	"no"	"Serpentes"	"Leptodeira"	1958
"Leptodeira tarairiu"	"Squamata"	"Dipsadidae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	NA	NA	NA	NA	"no"	"no"	"Serpentes"	"Leptodeira"	2022
"Leptomicrurus collaris"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	NA	NA	"no"	"no"	"Serpentes"	"Leptomicrurus"	1837
"Leptomicrurus narduccii"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Leptomicrurus"	1863
"Leptomicrurus scutiventris"	"Squamata"	"Elapidae"	"Amazônia"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Leptomicrurus"	1870
"Leptophis ahaetulla"	"Squamata"	"Colubridae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Serpentes"	"Leptophis"	1758
"Leptophis dibernardoi"	"Squamata"	"Colubridae"	"Caatinga, Mata Atlântica"	"no"	"limbless"	"oviparous"	NA	NA	NA	"no"	"no"	"Serpentes"	"Leptophis"	2022
"Leptophis liocercus"	"Squamata"	"Colubridae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	NA	NA	NA	"no"	"no"	"Serpentes"	"Leptophis"	1824
"Leptophis marginatus"	"Squamata"	"Colubridae"	"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal"	"yes"	"limbless"	"oviparous"	NA	NA	NA	"no"	"no"	"Serpentes"	"Leptophis"	1862
"Leptophis nigromarginatus"	"Squamata"	"Colubridae"	"Amazônia"	"no"	"limbless"	NA	NA	NA	NA	"no"	"no"	"Serpentes"	"Leptophis"	1866
"Lioheterophis iheringi"	"Squamata"	"Dipsadidae"	"Caatinga"	"no"	"limbless"	"oviparous"	"Deserts & Xeric Shrublands"	"Shrubland"	NA	"no"	"no"	"Serpentes"	"Lioheterophis"	1935
"Liolaemus arambarensis"	"Squamata"	"Liolaemidae"	"Pampa"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Shrubland"	"Diurnal"	"no"	"yes"	"Sauria"	"Liolaemus"	2003
"Liolaemus lutzae"	"Squamata"	"Liolaemidae"	"Mata Atlântica"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Shrubland"	"Diurnal"	"no"	"yes"	"Sauria"	"Liolaemus"	1938
"Liolaemus occipitalis"	"Squamata"	"Liolaemidae"	"Mata Atlântica, Pampa"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Shrubland"	"Diurnal"	"no"	"yes"	"Sauria"	"Liolaemus"	1885
"Liotyphlops caissara"	"Squamata"	"Anomalepididae"	"Mata Atlântica"	"no"	"limbless"	NA	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	NA	"no"	"no"	"Serpentes"	"Liotyphlops"	2010
"Liotyphlops schubarti"	"Squamata"	"Anomalepididae"	"Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	NA	NA	"yes"	"no"	"Serpentes"	"Liotyphlops"	1948
"Liotyphlops taylori"	"Squamata"	"Anomalepididae"	"Cerrado"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	NA	NA	"yes"	"no"	"Serpentes"	"Liotyphlops"	2018
"Liotyphlops ternetzii"	"Squamata"	"Anomalepididae"	"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest/Savanna/Shrubland"	NA	"no"	"yes"	"Serpentes"	"Liotyphlops"	1896
"Liotyphlops trefauti"	"Squamata"	"Anomalepididae"	"Caatinga, Mata Atlântica"	"no"	"limbless"	"oviparous"	"Deserts & Xeric Shrublands"	"Forest"	NA	"no"	"no"	"Serpentes"	"Liotyphlops"	2007
"Liotyphlops wilderi"	"Squamata"	"Anomalepididae"	"Cerrado, Mata Atlântica"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Savanna"	NA	"no"	"no"	"Serpentes"	"Liotyphlops"	1883
"Loxopholis ferreirai"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Loxopholis"	2005
"Loxopholis guianense"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Cathemeral"	"no"	"yes"	"Sauria"	"Loxopholis"	1952
"Loxopholis osvaldoi"	"Squamata"	"Gymnophthalmidae"	"Amazônia, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"yes"	"Sauria"	"Loxopholis"	1995
"Loxopholis percarinatum"	"Squamata"	"Gymnophthalmidae"	"Amazônia, Cerrado"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest/Wetlands"	"Cathemeral"	"no"	"yes"	"Sauria"	"Loxopholis"	1923
"Loxopholis snethlageae"	"Squamata"	"Gymnophthalmidae"	"Amazônia"	"no"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Forest"	"Diurnal"	"no"	"no"	"Sauria"	"Loxopholis"	1995
"Lygodactylus klugei"	"Squamata"	"Gekkonidae"	"Caatinga, Cerrado, Mata Atlântica"	"yes"	"4 well developed limbs"	"oviparous"	"Deserts & Xeric Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Sauria"	"Lygodactylus"	1977
"Lygodactylus wetzeli"	"Squamata"	"Gekkonidae"	"Cerrado, Pantanal"	"yes"	"4 well developed limbs"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	NA	"no"	"yes"	"Sauria"	"Lygodactylus"	1977
"Lygophis anomalus"	"Squamata"	"Dipsadidae"	"Mata Atlântica, Pampa"	"no"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Savanna"	"Diurnal"	"no"	"yes"	"Serpentes"	"Lygophis"	1858
"Lygophis dilepis"	"Squamata"	"Dipsadidae"	"Caatinga, Cerrado, Mata Atlântica, Pantanal"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Grasslands, Savannas & Shrublands"	"Forest"	NA	"no"	"yes"	"Serpentes"	"Lygophis"	1862
"Lygophis flavifrenatus"	"Squamata"	"Dipsadidae"	"Cerrado, Mata Atlântica, Pampa"	"yes"	"limbless"	"oviparous"	"Tropical & Subtropical Moist Broadleaf Forests"	"Savanna"	NA	"no"	"yes"	"Serpentes"	"Lygophis"	1862
