Species name (Binomial),GARD id,Valid (June 2026),Order,sub-order,Family,year described,Major Realm (Falaschi et al. 2023 designation),points 18June2026,only type2,Insularity,mappable (>0 points),have elevation data,max length (SVL or TL),female length  (SVL or TL),male length  (SVL or TL),"newborn size (SVL, Total length or mass)",Activity time data,substrate data,Mode of reproduction data,brood size data,Diet data,Foraging mode data,Length of Activity Season data,Population density data,Home range size data,"Body temperature in activity, data",Preferred temperature metadata,CtMin data,CtMax data,Yearly broods data,breeding age (data),Longevity data,IUCN (April 2026; classifiable?),"trend (IUCN, Apr 2026)",genetic data,score
Calotes sinyik,R13229,yes,Squamata,Sauria,Agamidae,2024,Oriental,2,yes,mainland,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Calotes thailandensis,R13632,yes,Squamata,Sauria,Agamidae,2026,Oriental,849,no,mainland,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Calotes versicolor,R00140,yes,Squamata,Sauria,Agamidae,1802,Oriental,63,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,22
Calotes vindumbarbatus,R12379,yes,Squamata,Sauria,Agamidae,2021,Oriental,10,no,mainland,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Calotes vultuosus,R12506,yes,Squamata,Sauria,Agamidae,1825,Oriental,167,no,mainland,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Calotes wangi,R13026,yes,Squamata,Sauria,Agamidae,2023,Oriental,170,no,mainland,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11
Calotes yunnanensis,R13082,yes,Squamata,Sauria,Agamidae,1905,Oriental,27,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Calotes zhaoermii,R13357,yes,Squamata,Sauria,Agamidae,2025,Oriental,1,yes,mainland,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Calotes zolaiking,R11760,yes,Squamata,Sauria,Agamidae,2019,Oriental,3,no,mainland,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Calumma amber,R00918,yes,Squamata,Sauria,Chamaeleonidae,2006,Madagascan,5,no,insular endemic,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Calumma ambreense,R00919,yes,Squamata,Sauria,Chamaeleonidae,1974,Madagascan,5,no,insular endemic,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Calumma andringitraense,R00920,yes,Squamata,Sauria,Chamaeleonidae,1972,Madagascan,6,no,insular endemic,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Calumma boettgeri,R00921,yes,Squamata,Sauria,Chamaeleonidae,1888,Madagascan,3,no,insular endemic,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,14
Calumma brevicorne,R00922,yes,Squamata,Sauria,Chamaeleonidae,1879,Madagascan,7,no,insular endemic,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,15
Calumma capuroni,R00923,yes,Squamata,Sauria,Chamaeleonidae,1972,Madagascan,2,no,insular endemic,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Calumma crypticum,R00924,yes,Squamata,Sauria,Chamaeleonidae,2006,Madagascan,29,no,insular endemic,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,12
Calumma cucullatum,R00925,yes,Squamata,Sauria,Chamaeleonidae,1831,Madagascan,12,no,insular endemic,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Calumma emelinae,R11932,yes,Squamata,Sauria,Chamaeleonidae,2020,Madagascan,7,no,insular endemic,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Calumma fallax,R00926,yes,Squamata,Sauria,Chamaeleonidae,1900,Madagascan,14,no,insular endemic,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Calumma furcifer,R00927,yes,Squamata,Sauria,Chamaeleonidae,1880,Madagascan,7,no,insular endemic,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Calumma gallus,R00928,yes,Squamata,Sauria,Chamaeleonidae,1877,Madagascan,7,no,insular endemic,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Calumma gastrotaenia,R00929,yes,Squamata,Sauria,Chamaeleonidae,1888,Madagascan,23,no,insular endemic,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Calumma gehringi,R11035,yes,Squamata,Sauria,Chamaeleonidae,2017,Madagascan,14,no,insular endemic,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Calumma glawi,R00930,yes,Squamata,Sauria,Chamaeleonidae,1997,Madagascan,7,no,insular endemic,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Calumma globifer,R00931,yes,Squamata,Sauria,Chamaeleonidae,1879,Madagascan,3,no,insular endemic,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,15
Calumma guibei,R00932,yes,Squamata,Sauria,Chamaeleonidae,1959,Madagascan,2,potentially,insular endemic,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Calumma guillaumeti,R00933,yes,Squamata,Sauria,Chamaeleonidae,1974,Madagascan,12,no,insular endemic,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Calumma hafahafa,R00934,yes,Squamata,Sauria,Chamaeleonidae,2006,Madagascan,4,no,insular endemic,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Calumma hilleniusi,R00935,yes,Squamata,Sauria,Chamaeleonidae,1973,Madagascan,2,potentially,insular endemic,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,14
Calumma hofreiteri,R13504,yes,Squamata,Sauria,Chamaeleonidae,2025,Madagascan,6,no,insular endemic,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Calumma jejy,R00936,yes,Squamata,Sauria,Chamaeleonidae,2006,Madagascan,1,yes,insular endemic,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10
Calumma juliae,R11173,yes,Squamata,Sauria,Chamaeleonidae,2018,Madagascan,5,no,insular endemic,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Calumma lefona,R11177,yes,Squamata,Sauria,Chamaeleonidae,2018,Madagascan,1,yes,insular endemic,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Calumma linotum,R10404,yes,Squamata,Sauria,Chamaeleonidae,1924,Madagascan,2,no,insular endemic,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Calumma malthe,R00937,yes,Squamata,Sauria,Chamaeleonidae,1879,Madagascan,17,no,insular endemic,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,14
Calumma marojezense,R00938,yes,Squamata,Sauria,Chamaeleonidae,1970,Madagascan,3,no,insular endemic,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Calumma nasutum,R00939,yes,Squamata,Sauria,Chamaeleonidae,1836,Madagascan,3,no,insular endemic,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,15
Calumma oshaughnessyi,R00940,yes,Squamata,Sauria,Chamaeleonidae,1881,Madagascan,24,no,insular endemic,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Calumma parsonii,R00941,yes,Squamata,Sauria,Chamaeleonidae,1824,Madagascan,23,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,18
Calumma peltierorum,R00942,yes,Squamata,Sauria,Chamaeleonidae,2006,Madagascan,7,no,insular endemic,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Calumma peyrierasi,R00943,yes,Squamata,Sauria,Chamaeleonidae,1974,Madagascan,5,no,insular endemic,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Calumma pinocchio,R13503,yes,Squamata,Sauria,Chamaeleonidae,2025,Madagascan,7,no,insular endemic,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Calumma radamanus,R11933,yes,Squamata,Sauria,Chamaeleonidae,1933,Madagascan,21,no,insular endemic,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Calumma ratnasariae,R11934,yes,Squamata,Sauria,Chamaeleonidae,2020,Madagascan,5,no,insular endemic,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Calumma roaloko,R11174,yes,Squamata,Sauria,Chamaeleonidae,2018,Madagascan,2,yes,insular endemic,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Calumma tarzan,R00944,yes,Squamata,Sauria,Chamaeleonidae,2010,Madagascan,12,no,insular endemic,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,11
Calumma tjiasmantoi,R11935,yes,Squamata,Sauria,Chamaeleonidae,2020,Madagascan,5,no,insular endemic,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Calumma tsaratananense,R00945,yes,Squamata,Sauria,Chamaeleonidae,1967,Madagascan,4,no,insular endemic,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Calumma tsycorne,R00946,yes,Squamata,Sauria,Chamaeleonidae,2006,Madagascan,3,no,insular endemic,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
Calumma uetzi,R11172,yes,Squamata,Sauria,Chamaeleonidae,2018,Madagascan,5,no,insular endemic,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Calumma vatosoa,R00947,yes,Squamata,Sauria,Chamaeleonidae,2001,Madagascan,3,no,insular endemic,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Calumma vencesi,R00948,yes,Squamata,Sauria,Chamaeleonidae,2001,Madagascan,3,no,insular endemic,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Calumma vohibola,R00949,yes,Squamata,Sauria,Chamaeleonidae,2011,Madagascan,3,no,insular endemic,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Calyptommatus confusionibus,R04948,yes,Squamata,Sauria,Gymnophthalmidae,2001,Neotropic,5,no,mainland,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Calyptommatus frontalis,R12633,yes,Squamata,Sauria,Gymnophthalmidae,2022,Neotropic,5,yes,mainland,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Calyptommatus leiolepis,R04949,yes,Squamata,Sauria,Gymnophthalmidae,1991,Neotropic,7,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,18
Calyptommatus nicterus,R04950,yes,Squamata,Sauria,Gymnophthalmidae,1991,Neotropic,4,potentially,mainland,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,14
Calyptommatus sinebrachiatus,R04951,yes,Squamata,Sauria,Gymnophthalmidae,1991,Neotropic,3,potentially,mainland,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,14
Calyptotis lepidorostrum,R07143,yes,Squamata,Sauria,Scincidae,1983,Australo-Pacific,137,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14
Calyptotis ruficauda,R07144,yes,Squamata,Sauria,Scincidae,1983,Australo-Pacific,333,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13
Calyptotis scutirostrum,R07145,yes,Squamata,Sauria,Scincidae,1874,Australo-Pacific,888,no,mainland,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Calyptotis temporalis,R07146,yes,Squamata,Sauria,Scincidae,1983,Australo-Pacific,54,no,mainland,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,13
Candoia aspera,R00782,yes,Squamata,Serpentes,Boidae,1877,Australo-Pacific,218,no,insular endemic,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,15
Candoia bibroni,R00783,yes,Squamata,Serpentes,Boidae,1844,Australo-Pacific,51,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,16
Candoia carinata,R00784,yes,Squamata,Serpentes,Boidae,1801,Australo-Pacific,117,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,16
Candoia paulsoni,R00785,yes,Squamata,Serpentes,Boidae,1956,Australo-Pacific,102,no,insular endemic,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,14
Candoia superciliosa,R00786,yes,Squamata,Serpentes,Boidae,1863,Australo-Pacific,84,no,insular endemic,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Cantoria violacea,R05141,yes,Squamata,Serpentes,Homalopsidae,1858,Oriental,38,no,mainland,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Caparaonia itaiquara,R04952,yes,Squamata,Sauria,Gymnophthalmidae,2009,Neotropic,19,potentially,mainland,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,12
Capitellum mariagalantae,R07148,yes,Squamata,Sauria,Scincidae,2012,Neotropic,1,yes,insular endemic,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8
Capitellum metallicum,R07149,yes,Squamata,Sauria,Scincidae,1879,Neotropic,1,yes,insular endemic,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
Capitellum parvicruzae,R07150,yes,Squamata,Sauria,Scincidae,2012,Neotropic,1,yes,insular endemic,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5
Caraiba andreae,R02827,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1862,Neotropic,237,no,insular endemic,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12
Caribicus anelpistus,R02575,yes,Squamata,Sauria,Diploglossidae,1979,Neotropic,3,yes,insular endemic,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10
Caribicus darlingtoni,R02584,yes,Squamata,Sauria,Diploglossidae,1939,Neotropic,10,no,insular endemic,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12
Caribicus warreni,R02601,yes,Squamata,Sauria,Diploglossidae,1970,Neotropic,13,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,17
Carinascincus coventryi,R10405,yes,Squamata,Sauria,Scincidae,1975,Australo-Pacific,593,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,19
Carinascincus greeni,R10406,yes,Squamata,Sauria,Scincidae,1975,Australo-Pacific,46,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,17
Carinascincus metallicus,R10407,yes,Squamata,Sauria,Scincidae,1874,Australo-Pacific,19,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,20
Carinascincus microlepidotus,R10408,yes,Squamata,Sauria,Scincidae,1874,Australo-Pacific,60,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,18
Carinascincus ocellatus,R10409,yes,Squamata,Sauria,Scincidae,1845,Australo-Pacific,240,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,23
Carinascincus orocryptus,R10410,yes,Squamata,Sauria,Scincidae,1988,Australo-Pacific,26,no,insular endemic,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,12
Carinascincus palfreymani,R10411,yes,Squamata,Sauria,Scincidae,1974,Australo-Pacific,1,yes,insular endemic,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,12
Carinascincus pretiosus,R10412,yes,Squamata,Sauria,Scincidae,1874,Australo-Pacific,179,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,17
Carlia aenigma,R07151,yes,Squamata,Sauria,Scincidae,2004,Australo-Pacific,11,no,insular endemic,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
Carlia ailanpalai,R07152,yes,Squamata,Sauria,Scincidae,2004,Australo-Pacific,74,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,16
Carlia amax,R07153,yes,Squamata,Sauria,Scincidae,1974,Australo-Pacific,1332,no,mainland,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Carlia aramia,R07154,yes,Squamata,Sauria,Scincidae,2004,Australo-Pacific,26,no,insular endemic,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Carlia babarensis,R07155,yes,Squamata,Sauria,Scincidae,1926,Australo-Pacific,3,no,insular endemic,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Carlia beccarii,R07156,yes,Squamata,Sauria,Scincidae,1878,Australo-Pacific,3,no,insular endemic,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Carlia bicarinata,R07157,yes,Squamata,Sauria,Scincidae,1877,Australo-Pacific,35,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,16
Carlia bomberai,R07158,yes,Squamata,Sauria,Scincidae,2006,Australo-Pacific,8,potentially,insular endemic,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Carlia caesius,R07159,yes,Squamata,Sauria,Scincidae,2006,Australo-Pacific,19,no,insular endemic,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Carlia crypta,R11395,yes,Squamata,Sauria,Scincidae,2018,Australo-Pacific,22,no,mainland,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7
Carlia decora,R07160,yes,Squamata,Sauria,Scincidae,2012,Australo-Pacific,7,no,mainland,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8
Carlia diguliensis,R07161,yes,Squamata,Sauria,Scincidae,1926,Australo-Pacific,3,no,insular endemic,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
Carlia dogare,R07162,yes,Squamata,Sauria,Scincidae,1975,Australo-Pacific,61,no,mainland,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9
Carlia eothen,R07163,yes,Squamata,Sauria,Scincidae,2004,Australo-Pacific,28,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13
Carlia fusca,R07164,yes,Squamata,Sauria,Scincidae,1839,Australo-Pacific,37,no,insular endemic,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,14
Carlia gracilis,R07165,yes,Squamata,Sauria,Scincidae,1974,Australo-Pacific,874,no,mainland,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Carlia inconnexa,R07166,yes,Squamata,Sauria,Scincidae,1989,Australo-Pacific,12,no,insular endemic,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8
Carlia insularis,R10413,yes,Squamata,Sauria,Scincidae,2017,Australo-Pacific,23,no,insular endemic,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7
Carlia isostriacantha,R10414,yes,Squamata,Sauria,Scincidae,2017,Australo-Pacific,97,no,mainland,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Carlia jarnoldae,R07167,yes,Squamata,Sauria,Scincidae,1975,Australo-Pacific,20,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,16
Carlia johnstonei,R07168,yes,Squamata,Sauria,Scincidae,1974,Australo-Pacific,83,no,mainland,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Carlia leucotaenia,R07169,yes,Squamata,Sauria,Scincidae,1860,Australo-Pacific,2,no,insular endemic,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8
Carlia longipes,R07170,yes,Squamata,Sauria,Scincidae,1877,Australo-Pacific,174,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,18
Carlia luctuosa,R07171,yes,Squamata,Sauria,Scincidae,1878,Australo-Pacific,41,no,insular endemic,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
Carlia munda,R07172,yes,Squamata,Sauria,Scincidae,1885,Australo-Pacific,2551,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,16
Carlia mysi,R07173,yes,Squamata,Sauria,Scincidae,2004,Australo-Pacific,31,no,insular endemic,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,14
Carlia nigrauris,R07174,yes,Squamata,Sauria,Scincidae,2010,Oriental,1,yes,insular endemic,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
Carlia pectoralis,R07175,yes,Squamata,Sauria,Scincidae,1885,Australo-Pacific,899,no,mainland,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,15
Carlia peronii,R07176,yes,Squamata,Sauria,Scincidae,1839,Oriental,16,no,insular endemic,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
Carlia pulla,R07177,yes,Squamata,Sauria,Scincidae,1911,Australo-Pacific,11,no,insular endemic,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Carlia quinquecarinata,R07178,yes,Squamata,Sauria,Scincidae,1877,Australo-Pacific,10,no,insular endemic,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Carlia rhomboidalis,R07179,yes,Squamata,Sauria,Scincidae,1869,Australo-Pacific,138,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,17
Carlia rostralis,R07181,yes,Squamata,Sauria,Scincidae,1885,Australo-Pacific,6,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,21
Carlia rubigo,R07182,yes,Squamata,Sauria,Scincidae,2012,Australo-Pacific,235,no,mainland,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9
Carlia rubrigularis,R07183,yes,Squamata,Sauria,Scincidae,1989,Australo-Pacific,38,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,23
Carlia rufilatus,R07184,yes,Squamata,Sauria,Scincidae,1974,Australo-Pacific,346,no,mainland,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Carlia schmeltzii,R07185,yes,Squamata,Sauria,Scincidae,1867,Australo-Pacific,728,no,mainland,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,14
Carlia sexdentata,R07186,yes,Squamata,Sauria,Scincidae,1877,Australo-Pacific,544,no,mainland,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,12
Carlia spinauris,R07187,yes,Squamata,Sauria,Scincidae,1927,Oriental,2,no,insular endemic,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Carlia storri,R07188,yes,Squamata,Sauria,Scincidae,1989,Australo-Pacific,15,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,19
Carlia sukur,R07189,yes,Squamata,Sauria,Scincidae,2014,Oriental,1,yes,insular endemic,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Carlia tetradactyla,R07190,yes,Squamata,Sauria,Scincidae,1879,Australo-Pacific,594,no,mainland,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,13
Carlia triacantha,R07191,yes,Squamata,Sauria,Scincidae,1953,Australo-Pacific,40,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14
Carlia tutela,R07192,yes,Squamata,Sauria,Scincidae,2004,Australo-Pacific,20,no,insular endemic,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
